firstName,lastName,apiVersion,script,id,firstName,lastName,likelyGender,genderScale,score,probabilityCalibrated
Justie,Pooles,namsor_api_2.0.25,LATIN,fd8a289b-0569-49eb-9deb-e7749ac8431e,Justie,Pooles,female,0.8243244451447611,5.435636160456497,0.9121622225723806
Flats,Eccle,namsor_api_2.0.25,LATIN,3ebcd1f6-08a5-4097-8121-f878a332bfd4,Flats,Eccle,male,-0.13728925838347505,0.5622505142400056,0.5686446291917375
Carry,Hughriend,namsor_api_2.0.25,LATIN,21a6651f-d8a1-4e49-b315-5c3fc6016f98,Carry,Hughriend,female,0.9448718072772397,7.400861712117951,0.9724359036386199
Alus,Upead,namsor_api_2.0.25,LATIN,23d3536b-2e57-4721-8d13-a7aa5134cd2f,Alus,Upead,male,-0.8514256436575005,5.749289050527295,0.9257128218287503
Lyde,Brighttt,namsor_api_2.0.25,LATIN,dd40946f-d657-4a0b-a170-48b815ff4439,Lyde,Brighttt,female,0.9781184270394578,8.891971553210041,0.9890592135197289
Philda,Brighttt,namsor_api_2.0.25,LATIN,97f9a74b-a4f3-4927-b09e-130cce56c484,Philda,Brighttt,female,0.9685809270255237,8.011092339764168,0.9842904635127618
Almary,Brantuarez,namsor_api_2.0.25,LATIN,62bebc34-aaac-439c-a27b-f52c09414969,Almary,Brantuarez,female,0.7583420455094916,4.656799534648563,0.8791710227547458
Glendy,Brantuarez,namsor_api_2.0.25,LATIN,ead5af2f-d9e2-49ac-9e80-56beff3f6a64,Glendy,Brantuarez,female,0.9866445140311717,9.45196884544633,0.9933222570155859
Mollen,Mcfaddennon,namsor_api_2.0.25,LATIN,855297cb-956d-4d21-b45a-7dfb224db2ae,Mollen,Mcfaddennon,female,0.7151725778999152,4.351524107333006,0.8575862889499576
Breney,Jacostanley,namsor_api_2.0.25,LATIN,fa7df9b8-e124-4803-a8b3-0fc5fc585a8f,Breney,Jacostanley,male,-0.22708004214303767,0.9863900113548851,0.6135400210715188
Mael,Brantuarez,namsor_api_2.0.25,LATIN,fe52497f-32c8-4885-9cf5-f053306babe8,Mael,Brantuarez,male,-0.9845414139485098,9.305719132388944,0.9922707069742549
Terta,Mcfaddennon,namsor_api_2.0.25,LATIN,ee594e77-9761-4efd-940f-d4dc03b7dd09,Terta,Mcfaddennon,male,-0.328412720355185,1.469938365045053,0.6642063601775925
Penton,Fullided,namsor_api_2.0.25,LATIN,3d81e7c1-75fa-408f-9a16-1c260f9fc614,Penton,Fullided,male,-0.973287750775818,8.249612814333283,0.986643875387909
Karard,Brookenson,namsor_api_2.0.25,LATIN,d8db22ba-afc3-4ac8-aec3-eba923dbf256,Karard,Brookenson,male,-0.43527468552975224,2.0995560671204245,0.7176373427648761
Anyoni,Unconary,namsor_api_2.0.25,LATIN,6cf46144-5949-4e97-ab85-23b13b2f8035,Anyoni,Unconary,female,0.2536048108224742,1.1083974249497075,0.6268024054112371
Ceros,Mare,namsor_api_2.0.25,LATIN,b0343754-cf07-4705-997c-ba572b26549b,Ceros,Mare,male,-0.4025193254268946,1.9340037569760753,0.7012596627134473
Ginia,Morsentley,namsor_api_2.0.25,LATIN,dc7014e8-ae51-42d8-9e54-29c31f01d345,Ginia,Morsentley,female,0.997910647286331,11.30710801474406,0.9989553236431655
Coobix,Datie,namsor_api_2.0.25,LATIN,63903e22-8327-4e36-8b98-7da6f02a8b17,Coobix,Datie,male,-0.4505074464165335,2.1597511416086803,0.7252537232082668
Cinets,Datie,namsor_api_2.0.25,LATIN,a0092b22-5042-4e5a-845f-4c3f61bcd083,Cinets,Datie,male,-0.0957914874540362,0.4042301637428023,0.5478957437270181
Dontch,Datie,namsor_api_2.0.25,LATIN,87b045ca-d817-4c9e-a1df-5b5b10ce6291,Dontch,Datie,male,-0.12935742230543545,0.5321797985446537,0.5646787111527177
Ziba,Oingwhedly,namsor_api_2.0.25,LATIN,9acfae2c-3cbf-4c33-8f47-448fbbf3c9cb,Ziba,Oingwhedly,female,0.9033834424832019,6.595347952148053,0.951691721241601
Luse,Butte,namsor_api_2.0.25,LATIN,f749df8b-aa6c-4621-8073-1ba59e07f903,Luse,Butte,female,0.7566250257963261,4.642745160983075,0.878312512898163
Marina,Leodger,namsor_api_2.0.25,LATIN,025ebf98-b818-48a1-9605-90885200c719,Marina,Leodger,female,0.9992471137940035,12.327811368138526,0.9996235568970018
Loise,Wheelez,namsor_api_2.0.25,LATIN,f565a433-3f56-47b2-9830-feaa4ec21490,Loise,Wheelez,female,0.8524100084412336,5.760777742047587,0.9262050042206168
Jorgie,Batthewitt,namsor_api_2.0.25,LATIN,3e62d94b-34a3-4d0a-8c9e-4ab956ebb52c,Jorgie,Batthewitt,female,0.058270971772536484,0.23443215062128792,0.5291354858862682
Margia,Moodsey,namsor_api_2.0.25,LATIN,a7d457b9-5194-4d2d-a4d4-334ee7aed0bb,Margia,Moodsey,female,0.998173264678462,11.441433474180926,0.999086632339231
Ankalik,Cylistrand,namsor_api_2.0.25,LATIN,3e7cc3d7-941b-4dd2-a895-fb62ea5dfa1c,Ankalik,Cylistrand,male,-0.18816132780374129,0.759758748683339,0.5940806639018706
Jodye,Coopelandez,namsor_api_2.0.25,LATIN,9a808f5e-1072-41bc-8c54-770c1e95f331,Jodye,Coopelandez,female,0.9766615171532176,8.519666588401833,0.9883307585766088
Kayne,Coopelandez,namsor_api_2.0.25,LATIN,f2edd829-d0b0-4acc-adfb-6d81972fb0d8,Kayne,Coopelandez,male,-0.6673892614767878,3.792910139993765,0.8336946307383939
Cassa,Coopelandez,namsor_api_2.0.25,LATIN,f394677d-e2dc-44ce-b7a0-b5f1dbd38a59,Cassa,Coopelandez,female,0.8704460025390639,5.998485304397164,0.935223001269532
Zelowl,Chmad,namsor_api_2.0.25,LATIN,51598dfe-6b4a-4aad-9ac7-9525dc357e9f,Zelowl,Chmad,male,-0.20288593027594426,0.8430683174292569,0.6014429651379721
Mass,Chmad,namsor_api_2.0.25,LATIN,25bc5a97-ff27-488c-ac5e-2834390f41d6,Mass,Chmad,male,-0.7881881165730433,4.9383988918437325,0.8940940582865217
Sony,Lancis,namsor_api_2.0.25,LATIN,671a0e24-e752-40e0-a5c3-0db9266b4702,Sony,Lancis,male,-0.5218288166143101,2.488638594700717,0.7609144083071551
Vivia,Johnshines,namsor_api_2.0.25,LATIN,b4d44ff8-3601-4605-9c41-0f50c56e4c7c,Vivia,Johnshines,female,0.9983823241437779,11.562974637313957,0.999191162071889
Elaney,Hubbarton,namsor_api_2.0.25,LATIN,bb584ac5-1e15-426a-b53e-cc33b7ba2299,Elaney,Hubbarton,female,0.9771889898719437,8.639069154941247,0.9885944949359718
Elson,Hickerson,namsor_api_2.0.25,LATIN,26d2d8a2-87a0-4a15-9262-cd9e39c44b36,Elson,Hickerson,male,-0.9966164483077404,10.8250287621958,0.9983082241538702
Okulas,Tractive,namsor_api_2.0.25,LATIN,b895d675-37e9-42dd-958b-1f2d10a062c3,Okulas,Tractive,male,-0.10442237641353413,0.4387131519175967,0.5522111882067671
Instab,Tractive,namsor_api_2.0.25,LATIN,82254c69-3021-405c-900f-a061e39e092c,Instab,Tractive,female,0.019224474805522362,0.12756699508614847,0.5096122374027612
Zinoces,Tractive,namsor_api_2.0.25,LATIN,847745ee-3e1d-4ea8-b580-144627540e88,Zinoces,Tractive,female,0.13359417421361597,0.548278313288364,0.566797087106808
Warry,Ayalazquez,namsor_api_2.0.25,LATIN,0542e042-5b7f-4d86-b1d1-f69fea7ff8ab,Warry,Ayalazquez,male,-0.5586770724222487,2.7024264111465612,0.7793385362111244
Shanya,Salez,namsor_api_2.0.25,LATIN,45712a70-df05-4feb-888d-ef63016a1ef9,Shanya,Salez,female,0.9992211603907306,12.293920179483841,0.9996105801953653
Sterry,Greeves,namsor_api_2.0.25,LATIN,e9aec5d3-e85c-4476-9bb9-cd7d842a2121,Sterry,Greeves,female,0.004759110320875948,0.00842923178570481,0.502379555160438
Colatz,Keen,namsor_api_2.0.25,LATIN,a02fb8e0-0139-4b3f-9d08-3461e2648509,Colatz,Keen,female,0.1963098722651193,0.8055347708483966,0.5981549361325597
Diandy,Pecketton,namsor_api_2.0.25,LATIN,fb1b3e9b-f77d-4aa4-86fb-ef1a505ec944,Diandy,Pecketton,male,-0.06456439081978549,0.2631110596841994,0.5322821954098927
Ninaha,Leeves,namsor_api_2.0.25,LATIN,95f68b74-92f0-4de1-b87d-68fd6d3d46ed,Ninaha,Leeves,female,0.5290465426631878,2.5275407413946382,0.7645232713315939
Celine,Leeves,namsor_api_2.0.25,LATIN,b71ed803-8640-4582-a8c2-75f35110b3a0,Celine,Leeves,female,0.9979396442277064,11.321083823994009,0.9989698221138532
Velyne,Leeves,namsor_api_2.0.25,LATIN,a055c9ac-0e22-41d8-833e-9b908805845a,Velyne,Leeves,female,0.3225423738942368,1.4386410253000645,0.6612711869471184
Cinst,Binie,namsor_api_2.0.25,LATIN,97d75047-3cff-450d-b702-320977fc3e36,Cinst,Binie,male,-0.03990182103984896,0.18764653707792436,0.5199509105199245
Meremy,Brighttt,namsor_api_2.0.25,LATIN,71ffdb16-c3b0-444d-9fc9-d70e808f8aab,Meremy,Brighttt,female,0.1331999276429614,0.5467773840375258,0.5665999638214807
Nelly,Dillines,namsor_api_2.0.25,LATIN,6e5709fb-618c-49e6-aff6-787d4c156c5f,Nelly,Dillines,female,0.9632766517008067,7.8382417877408415,0.9816383258504033
Thell,Brantuarez,namsor_api_2.0.25,LATIN,c9386497-e859-4f0c-bdd9-8694116ce673,Thell,Brantuarez,male,-0.9896786725316398,9.709701539162644,0.9948393362658199
Gorn,Make,namsor_api_2.0.25,LATIN,f25984cf-02b3-4c5c-a2c7-4722c190374b,Gorn,Make,male,-0.8964328414977134,6.486252583291908,0.9482164207488567
Aldibah,Mostedry,namsor_api_2.0.25,LATIN,443e4049-fc3b-4ad8-9aa6-513171cc6f43,Aldibah,Mostedry,male,-0.15837763225265733,0.6388733263914047,0.5791888161263287
Conk,Dal,namsor_api_2.0.25,LATIN,27cdab8f-0a0d-4b5b-a88d-509ec9138f45,Conk,Dal,male,-0.3770922882223928,1.7574031484372554,0.6885461441111964
Pon,Blité,namsor_api_2.0.25,LATIN,3deb5974-d1aa-40d1-9e66-b1258591b719,Pon,Blité,male,-0.7354387505470463,4.483598349929061,0.8677193752735232
Spuri,Pokerheed,namsor_api_2.0.25,LATIN,2b69774a-36d3-4152-99b3-a70e2425c2db,Spuri,Pokerheed,male,-0.004870138169025706,0.05529899571458686,0.5024350690845129
Dellie,Vinozarks,namsor_api_2.0.25,LATIN,adfa73d7-49e6-4147-9500-792d7b5f03aa,Dellie,Vinozarks,female,0.9689010282628767,8.022543831636469,0.9844505141314384
Totse,Datte,namsor_api_2.0.25,LATIN,528cff44-03dd-4fd1-8b6a-797fc3b3ce9a,Totse,Datte,female,0.13240694872070247,0.5437602650765428,0.5662034743603512
Eaturs,Datte,namsor_api_2.0.25,LATIN,85d4d0a6-edb6-41e2-93de-9018feb3e6e4,Eaturs,Datte,male,-0.21641848618492987,0.922144859742474,0.6082092430924649
Coren,Coopezmaney,namsor_api_2.0.25,LATIN,33b96a4f-1ca4-452d-a6bf-5cf01d714fd0,Coren,Coopezmaney,male,-0.3438791061401394,1.5554860406227817,0.6719395530700697
Furudah,Ellcefulve,namsor_api_2.0.25,LATIN,f4b70247-7add-4d26-af69-3c2cb7679b91,Furudah,Ellcefulve,female,0.2665920838863578,1.1662037370531877,0.6332960419431789
Jodye,Kinson,namsor_api_2.0.25,LATIN,8b67a901-7ca5-43fc-be25-6d01ea0e7448,Jodye,Kinson,female,0.9695587564528123,8.04855004605625,0.9847793782264062
Stmeal,Sacre,namsor_api_2.0.25,LATIN,6f8fb541-ff1c-4abd-a5eb-34ea53cf133e,Stmeal,Sacre,male,-0.5477979867541705,2.6351057623236684,0.7738989933770852
Heremy,Santry,namsor_api_2.0.25,LATIN,c3f6b5bf-9eb0-4ddc-93dc-924f6ba58d4e,Heremy,Santry,female,0.06518556307846124,0.26638890688253963,0.5325927815392306
Deanne,Yorkland,namsor_api_2.0.25,LATIN,f6d314d4-9f3c-4360-9e30-a2cb423d3173,Deanne,Yorkland,female,0.9964329194339094,10.772206144730305,0.9982164597169547
Tinez,Yorkland,namsor_api_2.0.25,LATIN,83ed950e-41c7-4b28-913e-aea04989267b,Tinez,Yorkland,male,-0.20922997273029753,0.8798169521596292,0.6046149863651488
Gracy,Dunnisey,namsor_api_2.0.25,LATIN,9cc7fd22-02e6-4a36-a078-6adea7ba4a8a,Gracy,Dunnisey,female,0.9841378524243767,9.279945724408947,0.9920689262121883
Stald,Hewson,namsor_api_2.0.25,LATIN,5c5a8bfe-0085-4279-a251-2890261fa5f8,Stald,Hewson,male,-0.4006382095575718,1.9201264493965413,0.7003191047787859
Tiney,Hewson,namsor_api_2.0.25,LATIN,3a00cdbc-96b0-4028-b9fa-f62ae316dd75,Tiney,Hewson,female,0.969128128738179,8.030748468897386,0.9845640643690895
Alchium,Fictful,namsor_api_2.0.25,LATIN,0eb428ad-dfc6-452a-af6b-c3e112e5d0a4,Alchium,Fictful,male,-0.36594687279538873,1.6865010608632858,0.6829734363976944
Doria,Carezquez,namsor_api_2.0.25,LATIN,ed4cf13c-89af-4403-a882-5d0a92f93c66,Doria,Carezquez,female,0.9972885657601713,11.04648093387042,0.9986442828800857
Leence,Carezquez,namsor_api_2.0.25,LATIN,22e52961-b668-4462-b90f-47d4287ce7e8,Leence,Carezquez,female,0.27959253325312994,1.2258809856336725,0.639796266626565
Aliey,Leetersoney,namsor_api_2.0.25,LATIN,ea523b61-ec51-4ee9-b8cf-380485ba424a,Aliey,Leetersoney,male,-0.7857001940665065,4.911703647770018,0.8928500970332532
Thewis,Connelson,namsor_api_2.0.25,LATIN,5e6f112d-e394-4103-b881-75694abe0894,Thewis,Connelson,male,-0.9606243476955596,7.76185427792872,0.9803121738477798
Book,Trad,namsor_api_2.0.25,LATIN,0503f91a-43b2-47db-a573-e94f14e6192b,Book,Trad,male,-0.9153059000106558,6.805296842529614,0.9576529500053279
Ritany,Holson,namsor_api_2.0.25,LATIN,a323532c-a7e3-43f9-aa19-741c0b10d54d,Ritany,Holson,female,0.10286827519107544,0.43259486286911647,0.5514341375955377
Arlen,Mclainez,namsor_api_2.0.25,LATIN,04755337-d393-45b9-90b3-b9989a008b6b,Arlen,Mclainez,male,-0.824879444938589,5.44555066982452,0.9124397224692945
Shaele,Mclainez,namsor_api_2.0.25,LATIN,3167c7c2-bfdb-4f3e-96ed-fb5e4f21220b,Shaele,Mclainez,female,0.28989175198745465,1.2745757239083275,0.6449458759937273
Fanne,Mclainez,namsor_api_2.0.25,LATIN,623b09ee-ab5a-4545-8dbe-5bdbd7115b12,Fanne,Mclainez,female,0.8938947346273411,6.426711722589253,0.9469473673136706
Carry,Cleachrand,namsor_api_2.0.25,LATIN,4f353e76-0f32-49fa-abea-a1380af47d82,Carry,Cleachrand,female,0.943535586659334,7.375534056353537,0.971767793329667
Coobix,Hart,namsor_api_2.0.25,LATIN,b3bcc41b-537e-4982-9d29-b485428eba76,Coobix,Hart,male,-0.3957412438256467,1.8846575257380778,0.6978706219128233
Natald,Handertiz,namsor_api_2.0.25,LATIN,184e7c22-0e6e-427b-82c6-e0474032301e,Natald,Handertiz,male,-0.20616581051854377,0.8619989549323607,0.6030829052592719
Oline,Handertiz,namsor_api_2.0.25,LATIN,a2f585bd-247e-4c44-b926-f5bf3d7440b5,Oline,Handertiz,female,0.9957873660873067,10.605861756968764,0.9978936830436533
Graviph,Aloubtled,namsor_api_2.0.25,LATIN,f1236d69-6c81-497a-99af-77ac3faf6a31,Graviph,Aloubtled,male,-0.2347664935663345,1.027413803866125,0.6173832467831672
Aldeba,Bootious,namsor_api_2.0.25,LATIN,5d5b1a88-46ef-41af-9aff-a8829cdb62e6,Aldeba,Bootious,female,0.4234538509424932,2.0547229506757603,0.7117269254712466
Alaratz,Aloubtled,namsor_api_2.0.25,LATIN,3307fa24-e1ea-49cd-bc33-e00c6e0d2957,Alaratz,Aloubtled,female,0.10636633637858872,0.4459275631239023,0.5531831681892944
Izark,Aloubtled,namsor_api_2.0.25,LATIN,e0356266-a6c6-49f8-9b41-0dd1225e7e42,Izark,Aloubtled,male,-0.3761529425507357,1.7512899358230314,0.6880764712753679
Aldera,Supred,namsor_api_2.0.25,LATIN,3ade13d2-20da-4725-9c2e-54e74213cbbd,Aldera,Supred,female,0.32424872262595095,1.4476758027705543,0.6621243613129755
Moth,Cowtale,namsor_api_2.0.25,LATIN,1ef91721-c7fb-47a9-8ea8-3a79984227a0,Moth,Cowtale,male,-0.41704695014124016,2.0310583869449204,0.7085234750706201
Idary,Carvis,namsor_api_2.0.25,LATIN,27713106-b503-4e9b-9d62-72bbe561d456,Idary,Carvis,male,-0.10851919866982285,0.45393060378121664,0.5542595993349114
Maura,Beckerson,namsor_api_2.0.25,LATIN,62555664-7dd3-4e07-9c08-d4cee79a9225,Maura,Beckerson,female,0.998545620304464,11.669386576356722,0.999272810152232
Rohs,Pead,namsor_api_2.0.25,LATIN,562e57f8-f7b9-4e6d-a7c4-d62af09ebbdc,Rohs,Pead,male,-0.47118351499608035,2.24635493910435,0.7355917574980402
Alhenah,Suptive,namsor_api_2.0.25,LATIN,3494a064-5413-42db-a867-1d8efd45c2c2,Alhenah,Suptive,female,0.35849212639100037,1.6409414091212327,0.6792460631955002
Batan,Coning,namsor_api_2.0.25,LATIN,6a2859c7-747e-40f5-830f-f1277c383f20,Batan,Coning,male,-0.7631552971149824,4.697263397311154,0.8815776485574912
Kleeiak,Coning,namsor_api_2.0.25,LATIN,4046e8ab-59ea-44f6-9bd6-4a76ac887dff,Kleeiak,Coning,male,-0.3922403702349957,1.859857202698102,0.6961201851174978
Bees,Sacre,namsor_api_2.0.25,LATIN,52243a9d-c0e1-4a01-a349-dbdcd47eb3a3,Bees,Sacre,male,-0.8747655439165056,6.064852631132965,0.9373827719582528
Shelle,Hayder,namsor_api_2.0.25,LATIN,baec5a2e-e46c-4d87-a634-a6ce12e3e493,Shelle,Hayder,female,0.9927134118653036,10.057896349886121,0.9963567059326518
Iree,Fielson,namsor_api_2.0.25,LATIN,685e105c-4d48-4183-9827-3e42fa213dc9,Iree,Fielson,female,0.680390956483534,4.048201168575751,0.840195478241767
Milly,Mish,namsor_api_2.0.25,LATIN,94666154-ee5c-4899-8388-501b02dbd4c0,Milly,Mish,female,0.99552282292488,10.54495555532332,0.99776141146244
Miloss,Mesty,namsor_api_2.0.25,LATIN,2bd104aa-385a-432b-b88a-eba106ba1a4d,Miloss,Mesty,male,-0.2107171558547436,0.8885122822458199,0.6053585779273718
Grohs,Fles,namsor_api_2.0.25,LATIN,8f0473bd-e38e-49c1-a2b5-69af33df0669,Grohs,Fles,male,-0.4545077862424143,2.1760457929333654,0.7272538931212071
Barave,Fles,namsor_api_2.0.25,LATIN,c09c9165-90dc-43ff-b95e-0dc84952ebdb,Barave,Fles,female,0.06987688461168129,0.2911916957832189,0.5349384423058406
Race,Fowles,namsor_api_2.0.25,LATIN,7dae13d2-0f50-44db-a63f-9ea22f2c91a6,Race,Fowles,male,-0.688110776319746,4.198098842014737,0.844055388159873
Flynx,Blie,namsor_api_2.0.25,LATIN,dced424f-ccd6-443d-9d69-7eb56926460c,Flynx,Blie,male,-0.29502915424952647,1.299371193791636,0.6475145771247632
Egrasp,Blie,namsor_api_2.0.25,LATIN,0ccefe00-37d9-4384-95ad-c78c0deb7b99,Egrasp,Blie,male,-0.30941036799243515,1.3707280882732678,0.6547051839962176
Camina,Harmontry,namsor_api_2.0.25,LATIN,ba77074e-1de1-41ea-8ceb-5a325dcb804c,Camina,Harmontry,female,0.9993166977890002,12.424788635246962,0.9996583488945001
Fayene,Gambs,namsor_api_2.0.25,LATIN,b34324da-6944-4817-87b5-e988aed10f9a,Fayene,Gambs,female,0.1991143208017907,0.8214743336325796,0.5995571604008954
Monah,Gambs,namsor_api_2.0.25,LATIN,e9ac3a85-5c94-44c2-9c32-8e00260529fd,Monah,Gambs,female,0.8969458816185343,6.4979546187284,0.9484729408092671
Charda,Myling,namsor_api_2.0.25,LATIN,45ab355f-16ec-4221-b517-71ed94127612,Charda,Myling,female,0.9986776836764426,11.764581847158773,0.9993388418382213
Evaley,Mejiaddox,namsor_api_2.0.25,LATIN,f0216acb-856e-4afa-a18a-966305fe4013,Evaley,Mejiaddox,female,0.5074804110825624,2.4149059706838187,0.7537402055412812
Verney,Whitakers,namsor_api_2.0.25,LATIN,02c8739d-ce5b-415e-816a-dc6656c28f65,Verney,Whitakers,male,-0.9199518068342585,6.900708884261697,0.9599759034171292
Pyrohs,Harte,namsor_api_2.0.25,LATIN,6f007334-7f24-4feb-a662-0b8cea9e152b,Pyrohs,Harte,male,-0.21479170334907938,0.9124992226234526,0.6073958516745397
Guadae,Dayers,namsor_api_2.0.25,LATIN,df59c82e-9f3e-41c0-a3cb-d51c80388749,Guadae,Dayers,male,-0.14246290829415043,0.5808923044682501,0.5712314541470752
Verly,Wolferguson,namsor_api_2.0.25,LATIN,7d0c20fb-0159-4ccf-a68b-0e53ce9ea8d8,Verly,Wolferguson,female,0.6893068404333369,4.20441787873019,0.8446534202166684
Samie,Hubbarrison,namsor_api_2.0.25,LATIN,5f18fbad-4f03-431a-9960-c928de92c9f0,Samie,Hubbarrison,male,-0.5000270238807243,2.3783299820349697,0.7500135119403621
Corsh,Pashe,namsor_api_2.0.25,LATIN,1084ff2f-f576-4bdf-89f5-9dc4a711f541,Corsh,Pashe,female,0.004774706168427123,0.015011188741972726,0.5023873530842136
Billya,Hubbarrison,namsor_api_2.0.25,LATIN,4ad9582b-3ca3-46b3-ab4a-3b6366394581,Billya,Hubbarrison,male,-0.3314675520634327,1.4864702674741892,0.6657337760317164
Shanie,Simson,namsor_api_2.0.25,LATIN,4e2bf324-d65a-4d82-a8ee-35c638b92227,Shanie,Simson,female,0.9917974601741204,9.939482539316089,0.9958987300870602
Andan,Estron,namsor_api_2.0.25,LATIN,54c7b10b-2850-4105-ae1f-cc2f8b7cfa24,Andan,Estron,male,-0.9877108136557153,9.53518263337169,0.9938554068278577
Gory,Atkinney,namsor_api_2.0.25,LATIN,0f65ac32-3be0-4d36-91d2-1a7da32eae98,Gory,Atkinney,male,-0.1984355528700097,0.8176074280145116,0.5992177764350048
Kabiton,Hetforhaft,namsor_api_2.0.25,LATIN,368d35c5-dd87-4aff-a526-fb356f34dd37,Kabiton,Hetforhaft,male,-0.3554737327076998,1.6228873268043458,0.6777368663538499
Scharab,Hetforhaft,namsor_api_2.0.25,LATIN,4550bd44-977b-42f4-9acd-b109ae9354f3,Scharab,Hetforhaft,male,-0.5910176857263989,2.9299287087468784,0.7955088428631995
Fany,Hutchinton,namsor_api_2.0.25,LATIN,7233f206-4c4d-41f3-9e1e-a8624a9612db,Fany,Hutchinton,female,0.992714568922342,10.058055162001772,0.996357284461171
Ianya,Hutchinton,namsor_api_2.0.25,LATIN,47526446-5c61-4521-88e1-bcbf6d0f7e14,Ianya,Hutchinton,female,0.5847241857135401,2.881901165273007,0.7923620928567701
Graven,Anche,namsor_api_2.0.25,LATIN,7ea2d0f8-2983-44f1-81f5-b5ea5105c888,Graven,Anche,male,-0.9928566537509809,10.077751279808638,0.9964283268754904
Miten,Floaf,namsor_api_2.0.25,LATIN,cc879d8c-cb63-42a5-a0f8-8fec93023be8,Miten,Floaf,male,-0.9815823775822297,9.130558365984093,0.9907911887911148
Rios,Floaf,namsor_api_2.0.25,LATIN,ea48adcc-9abb-47d2-9446-be5618c16d65,Rios,Floaf,male,-0.9771116531290878,8.62064572980097,0.9885558265645439
Wandy,Fisherry,namsor_api_2.0.25,LATIN,85b51dfc-277b-468a-98ff-1e7ba9641f35,Wandy,Fisherry,female,0.8734816181888043,6.044663950315552,0.9367408090944022
Mollie,Mcmahoney,namsor_api_2.0.25,LATIN,e4405a55-c9fd-43f4-8d45-c32798f40a54,Mollie,Mcmahoney,female,0.9912434179645342,9.87411747242058,0.9956217089822671
Coracy,Gordanieves,namsor_api_2.0.25,LATIN,3cf59582-eeb2-4cd3-96c2-b8a19c3554f1,Coracy,Gordanieves,female,0.6245483377136225,3.228407276688671,0.8122741688568113
Hanna,Johnshines,namsor_api_2.0.25,LATIN,bbe3a2bc-fbdf-48cd-be4c-240bb9b6b379,Hanna,Johnshines,female,0.9820877437771649,9.158384100434645,0.9910438718885825
Hilip,Grifford,namsor_api_2.0.25,LATIN,1556ec30-82fe-4b5f-a044-901e72313be9,Hilip,Grifford,male,-0.3007626520333777,1.327465251632347,0.6503813260166889
